loss,cer
0.7055043290301067,2.4782608695652173
0.21059766070698052,0.9720927496061345
0.1972221033602376,0.9521577951126219
0.18886965546557039,0.9324035418120837
0.18324195627712409,0.9177837692277379
0.178812320493186,0.905588770265964
0.17518222362192,0.8953715257958528
0.1719043745824824,0.8860560335771944
0.16930117787979962,0.8784018624037877
0.16708002923828408,0.8717549933112144
0.16507207390367787,0.8659528660774654
0.163337432951004,0.8607106389476045
0.1618322961683379,0.8557547000212461
0.16033588067670193,0.8514764197794737
0.15901809066833492,0.8475566657432405
0.15788189520119275,0.8437943596343458
0.15674460228372528,0.8405292319668471
0.15569544720359094,0.8374584582938409
0.154750681282299,0.8344494200507194
0.1539056890899074,0.8318194346825429
0.15300352979106713,0.8291149506554528
0.15224633883694155,0.8267300235673473
0.15142958333922069,0.8243748523053738
0.15072174681718375,0.8222177426577395
0.15007513821974833,0.8200108741440285
0.1494455028042408,0.818044722509211
0.14883186999862855,0.8160913128699999
0.14822752491817098,0.8141735286402499
0.14772459643025468,0.8123957704399546
0.1471969506151465,0.8106008801053425
0.14663497841425455,0.808908902001512
0.14613714409657516,0.8072660149108574
0.14569369300154497,0.8057553105638463
0.14520895623205893,0.8041681712419598
0.14473890794871674,0.8026834985865317
0.1443013962675532,0.8012236662457305
0.14389766426066303,0.7999224293490242
0.1435031557140261,0.7987130265772812
0.14311147371329097,0.7973831269413616
0.14274871146825754,0.7961449308478633
0.14239185040300673,0.7949389895425785
