loss,cer
0.7055043290301067,2.4782608695652173
0.2129032272764581,0.9725830386151624
0.198223772604109,0.9527963898113034
0.19008003180069155,0.9342802456616314
0.18398269717783472,0.9189889920790258
0.17924177621770496,0.9057749882958034
0.1754728817934409,0.895097632134519
0.17215287800237336,0.8857021471289911
0.16956613700701967,0.8781931278020574
0.16732339073062838,0.8713709064377471
0.16532853925352156,0.8656957981859663
0.1634840631978651,0.8603748467165127
0.16190911013595796,0.855291643740841
0.1604235561486989,0.8511470133397036
0.15899345865916056,0.8470764218466126
0.1578694033036133,0.8432903818721466
0.15668936220907456,0.8399474382268334
0.15565708725035318,0.8368769032927952
0.1547029115786462,0.8339300787703977
0.15384693876221767,0.8312557710064635
0.15295297171862074,0.8285766702879048
0.15215574073907373,0.8261991433055998
0.1513727864298186,0.8239714880633018
0.15062967131730667,0.8217352575495273
0.14995660809533065,0.8194715209542252
0.14933834144749691,0.8174624104218182
0.14872065332519327,0.815495820371321
0.14809094754130137,0.8135491995520318
0.14756174838886782,0.811743486665496
0.14700277244438187,0.8099483416429384
0.14641415264534177,0.8081798881424122
0.14592204317303237,0.8065415999354577
0.14548605956580438,0.8050374572939523
0.14499167467651636,0.80347049654742
0.14453105781549622,0.8020371058952012
0.14411349680236882,0.8006764180968402
0.1437187623853698,0.7994017893422418
0.1433119540891553,0.798168413050132
0.14294101286454436,0.7968733264124049
0.1425661748175966,0.7956106430005364
0.14220132033032612,0.7943855867431169
0.1418544972001769,0.7932515322786516
0.14149985667311954,0.792091949425518
0.14117452310897813,0.791017588587592
0.14084130861911012,0.7899671822332536
0.14052832395619824,0.788912318499433
